 0.00000000e+00 4.44444444e-01 8.88888889e-01 1.33333333e+00 1.77777778e+00 2.22222222e+00 2.66666667e+00 3.11111111e+00 3.55555556e+00 4.00000000e+00
 3.00000000e+00 2.66666667e+00 2.33333333e+00 2.00000000e+00 1.66666667e+00 1.33333333e+00 1.00000000e+00 6.66666667e-01 3.33333333e-01 0.00000000e+00
 4.00000000e+00 3.55555556e+00 3.11111111e+00 2.66666667e+00 2.22222222e+00 1.77777778e+00 1.33333333e+00 8.88888889e-01 4.44444444e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.33333333e-01 6.66666667e-01 1.00000000e+00 1.33333333e+00 1.66666667e+00 2.00000000e+00 2.33333333e+00 2.66666667e+00 3.00000000e+00
 0.00000000e+00 2.22222222e-01 4.44444444e-01 6.66666667e-01 8.88888889e-01 1.11111111e+00 1.33333333e+00 1.55555556e+00 1.77777778e+00 2.00000000e+00
 0.00000000e+00 1.66666667e-01 3.33333333e-01 5.00000000e-01 6.66666667e-01 8.33333333e-01 1.00000000e+00 1.16666667e+00 1.33333333e+00 1.50000000e+00
 2.00000000e+00 2.22222222e+00 2.44444444e+00 2.66666667e+00 2.88888889e+00 3.11111111e+00 3.33333333e+00 3.55555556e+00 3.77777778e+00 4.00000000e+00
 1.50000000e+00 1.66666667e+00 1.83333333e+00 2.00000000e+00 2.16666667e+00 2.33333333e+00 2.50000000e+00 2.66666667e+00 2.83333333e+00 3.00000000e+00
 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00 4.00000000e+00
 3.00000000e+00 2.66666667e+00 2.33333333e+00 2.00000000e+00 1.66666667e+00 1.33333333e+00 1.00000000e+00 6.66666667e-01 3.33333333e-01 0.00000000e+00

